u,g,r,i,z,u_err,g_err,r_err,i_err,z_err,specz,specz_err,photoz,photoz_err
20.97282,20.78594,20.78594,18.97355,18.73985,0.2655701,0.08372897,0.05402992,0.03847889,0.1343279,0.4471037,1.706784E-05,0.607288,0.064454
20.58456,21.48947,21.48947,19.23789,18.96633,0.1840766,0.1803442,0.07351568,0.05996644,0.1618703,0.4984449,8.96299E-05,0.504666,0.042712
21.05198,20.75777,20.75777,18.42015,17.93736,0.2987431,0.10195,0.03615541,0.03399423,0.0685359,0.4051077,6.008774E-05,0.37194,0.028461
19.8422,21.29241,21.29241,19.24348,18.34964,0.1786144,0.2817897,0.08257548,0.1146579,0.1765415,0.4995733,0.0001047833,0.512107,0.026492
20.6644,20.91554,20.91554,19.39693,18.84525,0.2884795,0.1424029,0.09595887,0.08316185,0.176831,0.6094854,7.356617E-05,0.581843,0.039832
20.29758,21.80005,21.80005,19.52401,19.0998,0.1182142,0.1544497,0.07091509,0.05212905,0.132551,0.4713539,0.0001368657,0.447183,0.038777
20.67578,21.63368,21.63368,19.90813,19.42392,0.2487426,0.2194569,0.1155718,0.1157844,0.2958027,0.5399857,0.0002184156,0.59786,0.047075
20.51597,21.4904,21.4904,19.2711,18.8401,0.2468545,0.212459,0.07007807,0.06657097,0.1649135,0.5285397,0.0001535931,0.541798,0.028984
20.50123,22.08811,22.08811,19.80496,19.63263,0.2351901,0.2257395,0.1081258,0.07380545,0.2355454,0.467202,0.0001394616,0.482628,0.033784
19.64136,19.3741,19.3741,18.70444,18.41461,0.05137445,0.01708847,0.01931513,0.02144403,0.0645791,0.4632102,7.06459E-05,0.398191,0.098868
20.80927,21.18885,21.18885,18.8856,18.98622,0.291282,0.2188356,0.04863664,0.06290284,0.2737841,0.6324848,2.178544E-05,0.402622,0.058664
19.67747,19.91552,19.91552,17.49923,17.02453,0.2047139,0.1190764,0.038592,0.03955731,0.09059856,0.4207367,0.0001015931,0.397514,0.017129
20.68278,21.70214,21.70214,19.41462,19.22502,0.287461,0.1995856,0.09022959,0.06290586,0.2076276,0.495761,9.049977E-05,0.469122,0.045607
20.07358,21.2339,21.2339,19.28006,18.37222,0.1761592,0.1783084,0.09651683,0.0738033,0.1852007,0.5814409,0.0001689576,0.558696,0.050791
19.90726,22.00316,22.00316,19.87692,19.38277,0.1287534,0.234597,0.1138453,0.06883796,0.2285876,0.5615337,0.0001182542,0.508487,0.036238
20.73152,20.91577,20.91577,18.84149,18.32926,0.2584157,0.1366956,0.05699103,0.05752432,0.141095,0.449447,9.942242E-05,0.401969,0.02932
21.51454,21.6588,21.6588,19.68743,19.0781,0.2780431,0.1481196,0.08157887,0.06656045,0.1516244,0.5134015,0.0001161298,0.495166,0.056426
17.11472,18.35421,18.35421,31.42222,15.29287,0.147419,0.1741359,0.1164499,0.1899974,0.1453831,0.517456,0.0001598201,0.524764,0.03361
29.22943,21.71564,21.71564,19.69788,18.99917,0.1204358,0.2293137,0.1058393,0.08487868,0.1659402,0.5930836,0.0002370103,0.589243,0.037795
20.70589,21.07513,21.07513,19.5354,18.97256,0.2843369,0.1576915,0.0755436,0.09028552,0.1995789,0.5576866,0.0001503267,0.534453,0.079151
21.33528,21.0321,21.0321,19.8832,19.82121,0.2740983,0.1129941,0.1032421,0.1203067,0.2535621,0.4125471,1.964914E-05,0.381328,0.065821
20.92314,21.8891,21.8891,19.54016,19.10081,0.2777552,0.2453465,0.07932217,0.07203244,0.183142,0.421396,0.0001190989,0.468606,0.048825
21.3384,20.93327,20.93327,19.10031,18.75356,0.2891677,0.09368782,0.05670718,0.05147894,0.1298572,0.475166,0.0001296582,0.556444,0.049501
20.69209,21.70835,21.70835,18.98081,18.72893,0.2758907,0.2535238,0.07449654,0.07053158,0.1966555,0.5352009,0.0001578087,0.553643,0.030818
21.04632,20.66055,20.66055,19.08435,18.7535,0.2967199,0.08079217,0.04919235,0.05616455,0.159576,0.5921833,0.0001664608,0.582621,0.048546
28.72847,21.86078,21.86078,19.58522,19.05262,0.2745928,0.2583197,0.1459355,0.0634339,0.152412,0.5380794,0.0001084411,0.523242,0.052653
19.6549,20.21242,20.21242,18.53186,17.80423,0.2711727,0.2726068,0.09491345,0.09297431,0.1339352,0.4641502,9.143289E-05,0.451907,0.02201
20.49672,20.9551,20.9551,18.57428,18.05851,0.2844585,0.2255611,0.05790131,0.05636248,0.1307282,0.4573036,0.0001263451,0.468895,0.023147
20.47551,20.64932,20.64932,18.43195,18.16579,0.1981195,0.1185128,0.0357848,0.03672153,0.1105729,0.4362046,9.544492E-05,0.390352,0.03239
20.69204,20.7454,20.7454,19.60808,19.33532,0.1249421,0.05143862,0.04532119,0.04349269,0.1546028,0.4774752,1.113958E-05,0.301236,0.102264
20.41755,20.1424,20.1424,17.95557,17.64959,0.2901353,0.09188229,0.0412484,0.03384881,0.09715074,0.441273,0.0001257891,0.438018,0.024347
19.20312,18.98824,18.98824,18.44339,18.12876,0.03350294,0.01350571,0.01453528,0.01824215,0.04756824,0.4120945,7.86118E-05,0.310751,0.073113
20.49028,20.76245,20.76245,18.67027,18.11797,0.2838933,0.2167984,0.07648336,0.09325605,0.1470231,0.4063269,0.0001705232,0.462246,0.017107
20.98817,21.91385,21.91385,19.52872,18.874,0.195695,0.2484222,0.1038179,0.06684374,0.1419104,0.5952256,0.0001780232,0.614012,0.044317
21.54669,21.63583,21.63583,19.82011,19.48542,0.1971593,0.1118507,0.07640317,0.05422163,0.1525214,0.6510008,0.0001467572,0.636585,0.052247
21.35467,20.43831,20.43831,18.35655,17.92651,0.2749148,0.1070542,0.04088457,0.04847098,0.06982668,0.4284762,6.939438E-05,0.331376,0.041821
21.03391,20.48469,20.48469,19.01455,18.62392,0.2115364,0.06095104,0.04193091,0.04576574,0.1126564,0.532884,3.209001E-05,0.491568,0.154698
21.27673,21.08284,21.08284,19.25271,19.1543,0.2534996,0.1026842,0.06320025,0.0656399,0.1990844,0.5133261,0.0001040399,0.551373,0.056447
21.35589,21.29613,21.29613,19.65198,19.6015,0.2754557,0.1242177,0.09379596,0.07663482,0.2934996,0.6340423,9.480373E-05,0.575295,0.059969
27.67845,22.63431,22.63431,19.8554,19.67633,0.276311,0.2813664,0.09370523,0.05824358,0.2156592,0.5368537,0.000138255,0.533266,0.046958
20.53109,21.12278,21.12278,18.58782,18.26853,0.256433,0.1524069,0.05976378,0.05708893,0.1330146,0.43819,9.686893E-05,0.431474,0.031863
21.167,22.17058,22.17058,19.37248,19.00699,0.296821,0.2645319,0.1324671,0.1246027,0.2447173,0.5188761,0.0001360073,0.54253,0.028824
20.68526,21.52089,21.52089,19.61512,18.96518,0.2227649,0.2537747,0.07908668,0.09117787,0.2154614,0.536559,0.00016665,0.521546,0.058007
20.44858,21.65611,21.65611,19.28053,19.24529,0.1839931,0.2472327,0.05756376,0.07209315,0.2823567,0.5255138,9.723366E-05,0.546764,0.052375
20.86822,20.72196,20.72196,18.60083,18.25788,0.2739978,0.0980074,0.04214911,0.03770099,0.09902819,0.4012848,9.982475E-05,0.415448,0.034095
21.25084,21.42931,21.42931,19.44834,18.89348,0.2684256,0.1323795,0.06845382,0.06037772,0.1225941,0.4276179,6.535216E-05,0.455337,0.04409
20.70703,21.26875,21.26875,19.65339,19.24372,0.2485328,0.1666902,0.0887666,0.09658215,0.2376003,0.6943395,0.0001942463,0.688573,0.054927
21.5495,21.03035,21.03035,19.71411,19.82579,0.2698595,0.1013513,0.09652112,0.0821068,0.2923134,0.4882287,2.441138E-05,0.684077,0.0801
19.36789,18.92346,18.92346,18.42348,18.219,0.03664694,0.01300363,0.01618835,0.01860349,0.05946465,0.4676693,4.000589E-05,0.448444,0.12736
21.10497,21.89379,21.89379,19.51758,19.27706,0.2282178,0.1782175,0.07313921,0.06011147,0.1718561,0.5347974,0.0001079928,0.49576,0.03912
21.68087,21.35627,21.35627,19.57635,19.34447,0.294051,0.09426931,0.06032655,0.05270303,0.1589328,0.5486929,0.0001077079,0.562113,0.051661
20.35768,21.24826,21.24826,20.37843,19.3406,0.1754112,0.1960085,0.09225131,0.2187036,0.2807369,0.6293008,0.0001334802,0.560003,0.098727
21.12514,20.43286,20.43286,19.76835,19.57196,0.1710873,0.05654811,0.05776999,0.05864308,0.1624561,0.6266861,7.954097E-05,0.631182,0.200848
19.73963,19.34966,19.34966,18.61253,18.33085,0.06808365,0.02279253,0.03431836,0.042125,0.08236325,0.5222375,0.0002014928,0.178488,0.050409
21.13419,20.55676,20.55676,19.17065,19.06488,0.235645,0.08984829,0.0681105,0.09866735,0.1431313,0.5174937,9.102064E-05,0.574126,0.147078
19.09472,18.84555,18.84555,18.59046,18.49797,0.02435313,0.01240369,0.01988426,0.02353794,0.04588236,0.5151551,5.452795E-05,0.441541,0.051002
20.94588,20.84972,20.84972,19.7797,19.63297,0.1219921,0.05277165,0.05468431,0.0461047,0.1427816,0.604201,9.837317E-05,0.547009,0.198264
21.18659,21.5257,21.5257,20.00871,19.45131,0.2570465,0.1643233,0.1457028,0.1034363,0.2068433,0.6286531,0.0001789452,0.739256,0.078968
20.70667,20.99438,20.99438,19.47555,18.70759,0.2833042,0.1674441,0.08994883,0.1097313,0.1664775,0.4881039,5.281519E-05,0.573842,0.089591
20.01543,19.62218,19.62218,18.85587,18.53345,0.06355736,0.02539346,0.02971181,0.0302485,0.0735767,0.410581,5.898148E-05,0.459581,0.135003
20.11299,19.72682,19.72682,19.09829,18.76336,0.05153193,0.01849349,0.02654216,0.03270677,0.07876009,0.6993438,0.0001712042,0.312777,0.093244
21.2153,20.84284,20.84284,19.97802,19.72912,0.1383372,0.04947801,0.05026655,0.05599829,0.1572679,0.4474233,7.794629E-05,0.379697,0.140137
20.20475,21.29173,21.29173,19.20616,18.62402,0.129553,0.1772373,0.0765766,0.07376716,0.1401592,0.4613373,8.897579E-05,0.496748,0.024758
20.4601,19.44009,19.44009,18.5274,18.20197,0.08093088,0.01765154,0.02617977,0.03047613,0.05273502,0.4563005,3.23577E-05,0.204393,0.067808
19.23466,18.85883,18.85883,18.35772,18.20211,0.03476378,0.01167425,0.01403995,0.01814357,0.05424528,0.4695628,3.749499E-05,0.244401,0.065407
21.27021,21.47636,21.47636,19.71423,19.15154,0.2590213,0.139207,0.1149788,0.06749849,0.1702527,0.5060235,0.0001104831,0.524924,0.055962
20.67287,20.97822,20.97822,19.33844,18.71537,0.2658584,0.1591424,0.09631856,0.0836227,0.2085556,0.6039517,0.0001727163,0.551734,0.046527
21.43271,22.07245,22.07245,19.91787,19.52969,0.299951,0.2044004,0.09765074,0.07108741,0.2111931,0.4375438,0.0001335867,0.466933,0.048306
21.37984,21.45387,21.45387,19.8478,19.16979,0.2957288,0.1922142,0.1491706,0.08327492,0.1486956,0.5331159,0.0001064437,0.512352,0.056997
20.13675,21.978,21.978,19.58795,19.17883,0.1858612,0.2009129,0.08392005,0.07210679,0.1720208,0.4095748,9.656188E-05,0.461141,0.044675
32.28478,21.50279,21.50279,18.79646,18.20288,0.08561797,0.1937808,0.05141328,0.05667004,0.100322,0.4290428,4.944476E-05,0.404755,0.028376
21.01682,20.66195,20.66195,19.51035,18.93305,0.1873396,0.06369489,0.05450046,0.04838409,0.1086461,0.4179601,8.407624E-05,0.58588,0.131313
21.52798,20.92565,20.92565,19.11675,18.96276,0.2444427,0.06793732,0.05081189,0.03647001,0.09607698,0.5017978,3.962437E-05,0.591022,0.059931
21.30933,21.30372,21.30372,19.37921,18.6118,0.2921602,0.154409,0.09504183,0.07185074,0.1372673,0.6837174,0.0002017315,0.765509,0.075398
20.77447,21.10802,21.10802,19.526,18.50818,0.283689,0.1624131,0.0881136,0.1127853,0.1825803,0.5323039,0.0001059058,0.541148,0.04686
20.85167,21.36431,21.36431,19.72666,19.28663,0.2355469,0.1837369,0.1575529,0.1252627,0.2851547,0.5934596,0.0001406589,0.59508,0.048725
19.65272,21.96694,21.96694,19.36325,19.06875,0.07781748,0.2936952,0.1593361,0.1039511,0.2522842,0.5856503,0.0002073654,0.618419,0.041434
20.6812,21.7696,21.7696,19.67029,19.42038,0.2760607,0.2224048,0.1159822,0.08681801,0.2373778,0.4957383,0.0001257919,0.528562,0.043344
28.24824,21.6949,21.6949,19.53323,19.00388,0.225025,0.1934105,0.08891577,0.07380135,0.1667531,0.5390447,0.0003045747,0.526454,0.039609
20.23755,19.50457,19.50457,18.1967,17.84973,0.06948978,0.01793476,0.01485643,0.01377983,0.03479796,0.4559314,0.0001407458,0.362296,0.086741
21.08541,20.85722,20.85722,19.42364,18.93333,0.2859274,0.1075404,0.07715435,0.06541944,0.1401233,0.5775814,0.0001168781,0.607662,0.050116
20.26272,20.06412,20.06412,18.42494,18.40784,0.2312904,0.06758781,0.05495228,0.05792205,0.1194042,0.5801867,3.330514E-05,0.312262,0.103292
21.19695,21.47702,21.47702,19.26185,18.71585,0.292745,0.1909386,0.09395383,0.0725013,0.1358575,0.5556911,0.000145816,0.513722,0.024517
28.63423,21.1864,21.1864,19.02744,18.85833,0.2141755,0.1639133,0.08283243,0.05310275,0.1763531,0.4997991,0.0001292292,0.531229,0.038084
20.31612,21.72508,21.72508,19.54294,19.01085,0.2953741,0.2970231,0.128616,0.1039963,0.2615828,0.4788224,0.0001501034,0.445967,0.038166
20.591,21.20912,21.20912,19.4576,18.9896,0.2315347,0.1558591,0.09387559,0.08206266,0.2173421,0.6245416,9.77937E-05,0.56153,0.052913
20.60745,21.48136,21.48136,18.76463,18.40047,0.2711805,0.2088674,0.05906666,0.0621264,0.14487,0.4165702,9.128681E-05,0.389539,0.022044
20.1504,19.65015,19.65015,18.63426,18.12777,0.1028539,0.02939444,0.03112353,0.0312205,0.07401796,0.4578132,4.899525E-05,0.524678,0.162011
20.65449,21.1637,21.1637,19.42683,18.70645,0.2062159,0.1506468,0.07352312,0.07596793,0.1497265,0.5702325,0.0001353796,0.560152,0.044227
20.77877,20.90771,20.90771,19.31901,18.9648,0.2741503,0.1287021,0.09906719,0.07709008,0.2296416,0.5739737,0.0001490105,0.534599,0.041968
21.1175,20.74007,20.74007,19.15028,18.64802,0.2788579,0.07377806,0.082033,0.0569747,0.1488267,0.6293978,8.387942E-05,0.485383,0.145784
20.83794,20.85763,20.85763,18.51634,18.16798,0.2654065,0.1144511,0.04921961,0.04476376,0.1008153,0.4402634,8.407624E-05,0.36513,0.032706
20.22248,20.78551,20.78551,18.68832,18.55955,0.2901642,0.1781947,0.09893548,0.07463609,0.2358866,0.5217511,8.701338E-05,0.509546,0.022091
20.8865,21.69935,21.69935,19.57073,19.06051,0.2399134,0.2626443,0.08062432,0.08824605,0.177678,0.5765556,9.970624E-05,0.517118,0.026372
20.91414,20.68635,20.68635,19.49491,18.97826,0.1603956,0.06264388,0.2116913,0.04972682,0.1131522,0.4245949,4.274664E-05,0.58216,0.065388
21.65787,22.18229,22.18229,19.682,19.04818,0.2975577,0.2118332,0.08253466,0.05435326,0.1178055,0.6794729,0.0001345931,0.579233,0.045338
21.66089,21.17445,21.17445,19.88343,19.45935,0.2306031,0.06716676,0.05261878,0.04721659,0.1334815,0.437931,3.328179E-05,0.498026,0.10781
20.93982,21.37595,21.37595,19.59373,19.212,0.2568421,0.1564794,0.08469471,0.06936495,0.2012995,0.5328907,9.2337E-05,0.54777,0.04717
20.30805,21.65846,21.65846,19.54668,19.23604,0.1223148,0.2185573,0.0871996,0.07438301,0.2087994,0.5080889,0.0001129336,0.489135,0.033085
21.35002,20.63089,20.63089,19.35832,18.90081,0.1819786,0.03940461,0.04429156,0.03873959,0.08653712,0.5864764,9.440632E-05,0.465589,0.155009
28.35795,21.6873,21.6873,19.74187,19.08105,0.283738,0.2548436,0.1062615,0.1106415,0.2529047,0.4134234,0.0001186039,0.453152,0.026786
20.59182,21.78362,21.78362,19.55676,19.25304,0.2466493,0.2726025,0.07737865,0.08415315,0.215938,0.5182413,6.988818E-05,0.424496,0.062913
28.57104,21.34422,21.34422,19.82165,19.03323,0.2174717,0.1643169,0.1545366,0.1116578,0.2078264,0.6903713,0.0001523941,0.64963,0.049984
20.03879,21.63206,21.63206,19.43554,18.56765,0.2423474,0.2505035,0.1012431,0.09112448,0.2154844,0.549525,0.0001366421,0.561285,0.030971
20.75081,21.65245,21.65245,18.77227,18.1366,0.2438861,0.1719299,0.0474589,0.04147387,0.08452243,0.4450584,7.60586E-05,0.472045,0.022278
30.35375,21.71876,21.71876,19.32633,18.79266,0.05452884,0.2708736,0.07224678,0.07534363,0.1778406,0.5552036,0.0001360325,0.473813,0.031985
29.92583,20.74205,20.74205,18.3343,17.6814,0.1749799,0.2292888,0.08109032,0.07854424,0.1728628,0.4945042,0.0001103921,0.494283,0.01572
17.57074,21.20481,21.20481,19.23175,18.43437,0.02644244,0.2400728,0.1121401,0.2142559,0.1912914,0.4880983,0.0001547339,0.492328,0.016738
21.35244,21.84171,21.84171,19.47378,19.05046,0.2720043,0.1928746,0.09042996,0.052829,0.129679,0.466712,9.379358E-05,0.528465,0.046141
20.69235,20.9109,20.9109,19.49985,18.73657,0.2727204,0.1179863,0.09773467,0.08460749,0.1585169,0.530771,0.0001996395,0.551457,0.043423
28.82328,21.73264,21.73264,19.17183,18.74616,0.2341719,0.2401461,0.08318073,0.0581438,0.1457195,0.4883027,0.0001108443,0.539125,0.039149
19.46827,21.87373,21.87373,19.3569,18.84597,0.1576395,0.2617932,0.08744139,0.06611845,0.1525739,0.5389215,0.0001589846,0.511431,0.019907
20.58034,20.99262,20.99262,19.25052,18.7536,0.2928928,0.1299706,0.1030744,0.08789779,0.2224446,0.4169736,2.328356E-05,0.486872,0.127727
17.7146,21.45875,21.45875,19.0915,18.44637,0.03709533,0.2017431,0.06831687,0.06551896,0.1636263,0.4079062,0.0001125563,0.425337,0.037554
20.68351,21.70566,21.70566,19.26659,18.73293,0.2542126,0.2662511,0.08940605,0.07907292,0.201133,0.5443085,0.0001178812,0.566424,0.039601
20.55261,21.10373,21.10373,18.91722,18.70001,0.2142604,0.1476956,0.06485851,0.05888457,0.1678354,0.5501279,7.357974E-05,0.524919,0.046171
21.26258,21.53275,21.53275,19.00464,18.56989,0.2962433,0.2412368,0.09481561,0.07526976,0.1225237,0.5023965,0.0001087969,0.534411,0.027901
20.42853,21.67407,21.67407,19.36084,18.88617,0.2906783,0.2961973,0.08307076,0.1075412,0.2746092,0.4566745,0.0001213634,0.516896,0.040355
20.6955,22.17209,22.17209,19.78548,19.42019,0.2260431,0.2597242,0.1584358,0.08928961,0.2513663,0.6015472,9.620139E-05,0.519132,0.04637
30.89858,21.53093,21.53093,19.86018,19.18687,0.2206842,0.2194603,0.1340433,0.1467323,0.2944942,0.5503568,0.0001258057,0.590644,0.0557
19.17953,18.87061,18.87061,18.52572,18.46115,0.0327604,0.009893283,0.012086,0.01346613,0.04699882,0.5560685,5.953677E-05,0.127332,0.023679
19.97614,19.62268,19.62268,18.9736,18.7986,0.07144353,0.02176795,0.02462609,0.0281685,0.07783808,0.4476195,3.934589E-05,0.507277,0.135684
20.65492,21.42031,21.42031,18.7311,18.29045,0.2554989,0.2284967,0.05589945,0.0413183,0.08471707,0.4192193,0.0001054341,0.419938,0.026561
20.40117,21.45332,21.45332,19.75641,19.10004,0.2354067,0.2771698,0.0808273,0.1088031,0.2055768,0.5531705,9.603792E-05,0.540117,0.043716
20.40801,21.56725,21.56725,19.56005,19.15317,0.2497189,0.2908436,0.09087443,0.09023635,0.23072,0.5806418,0.0002439927,0.559854,0.043954
20.51692,21.38435,21.38435,20.08027,19.44186,0.2210371,0.1887349,0.09981005,0.1098147,0.2461184,0.415241,5.167881E-05,0.429442,0.06705
20.72396,20.40028,20.40028,20.0303,19.8745,0.2255096,0.07403811,0.05769161,0.111336,0.2884912,0.5031191,1.448164E-05,0.376496,0.05035
19.98087,21.84058,21.84058,19.75562,18.91102,0.1467995,0.2985728,0.1784459,0.1265895,0.2151176,0.4863527,0.0001256012,0.438321,0.072752
19.25533,20.088,20.088,18.84388,17.98848,0.2224821,0.1940462,0.0930212,0.1438605,0.2406469,0.4188242,9.888833E-05,0.446069,0.035392
20.47657,21.10361,21.10361,19.48825,18.95249,0.2803205,0.1960818,0.1189784,0.1042886,0.2567787,0.5655219,0.0002653442,0.611317,0.050311
20.41207,21.28995,21.28995,18.88705,18.46655,0.2281194,0.1851179,0.06920291,0.05003342,0.1481798,0.4863053,0.0001168233,0.485126,0.044674
20.41207,21.28995,21.28995,18.88705,18.46655,0.2281194,0.1851179,0.06920291,0.05003342,0.1481798,0.4864349,0.0001228975,0.485126,0.044674
20.34974,19.94884,19.94884,19.29172,19.10389,0.1874624,0.05542982,0.06288376,0.07132332,0.2130094,0.5325389,6.301218E-05,0.528895,0.139173
19.48065,20.00536,20.00536,18.86654,18.05757,0.2848123,0.1895745,0.1986027,0.1449601,0.2418821,0.5531364,0.0001827239,0.489547,0.035467
20.20557,21.31538,21.31538,19.69225,19.30459,0.1756812,0.1979366,0.1734138,0.0918105,0.2503604,0.5773395,0.0002232559,0.587896,0.037824
20.38054,20.87911,20.87911,19.08577,18.77519,0.229717,0.1298424,0.0878675,0.05450112,0.1447167,0.5764408,0.0001739744,0.610136,0.055494
19.25307,21.18343,21.18343,19.23167,18.83744,0.1160378,0.1785008,0.0944488,0.07405807,0.205788,0.4913805,0.0002101381,0.515304,0.024213
20.51719,21.7387,21.7387,19.52232,19.18815,0.1871473,0.1659021,0.07861649,0.05618645,0.1871991,0.4102415,0.000100715,0.479222,0.028969
20.22549,21.10973,21.10973,18.81013,18.23589,0.2426648,0.1862274,0.0779908,0.0647321,0.1302437,0.49973,0.0001151559,0.478551,0.02276
21.11624,20.32297,20.32297,19.33441,18.95821,0.2003539,0.04660726,0.0496404,0.04985572,0.126075,0.5630469,0.0001546755,0.38929,0.137074
20.99549,21.36465,21.36465,19.47758,19.25475,0.2668136,0.1789645,0.1402819,0.08600409,0.2502124,0.5663247,0.000152197,0.592646,0.051395
18.93159,21.01204,21.01204,19.45368,18.76336,0.07244482,0.2734505,0.1026116,0.1530859,0.2571167,0.5324379,0.000132029,0.471292,0.030843
19.06341,18.83596,18.83596,18.55242,18.1054,0.03256454,0.01074203,0.01421123,0.02051533,0.04974953,0.40152,3.547712E-05,0.247752,0.081732
30.31181,21.37524,21.37524,18.91345,18.5603,0.1811557,0.1470145,0.04375345,0.03975738,0.1249211,0.4943711,0.0001015368,0.445499,0.028398
20.52788,21.65351,21.65351,19.33187,18.70975,0.2204929,0.2391846,0.08954597,0.06315046,0.1655965,0.4893811,0.0001130235,0.488709,0.021645
20.56186,21.40648,21.40648,19.22889,18.87691,0.2953202,0.2668636,0.06964001,0.08124289,0.2669686,0.5156356,0.0001234585,0.480247,0.064876
19.19031,22.10248,22.10248,19.40275,18.77893,0.1819074,0.288069,0.08331496,0.06024965,0.1272038,0.5540467,0.0001352091,0.535104,0.023898
20.23864,19.97806,19.97806,18.05003,17.67567,0.1933102,0.08492533,0.0221829,0.02995076,0.0766354,0.4049279,8.44618E-05,0.317189,0.039683
20.2061,21.36712,21.36712,19.31296,18.59415,0.2697632,0.2701036,0.1360815,0.1051944,0.2075733,0.5470144,0.0002345923,0.554369,0.05022
21.56271,21.12225,21.12225,19.5662,19.42079,0.294781,0.08296926,0.06387658,0.05151972,0.2122691,0.5007347,8.378507E-05,0.631306,0.091791
21.03323,21.33795,21.33795,18.68588,18.2321,0.295838,0.1595859,0.04899144,0.03705569,0.09202291,0.4675188,7.77018E-05,0.452639,0.030819
21.39067,21.29009,21.29009,19.34927,19.51571,0.2689474,0.1131319,0.07281114,0.06265989,0.2798841,0.5131721,8.977471E-05,0.547743,0.062296
20.5831,20.81214,20.81214,18.50061,18.0768,0.2410224,0.1394462,0.06051726,0.06319594,0.1887212,0.4422698,9.184374E-05,0.405792,0.039554
20.4254,21.12578,21.12578,19.13076,18.31932,0.2994262,0.2233647,0.09421274,0.1232368,0.2771792,0.4933302,0.0001256147,0.466102,0.040016
21.58208,22.32903,22.32903,19.32643,18.71619,0.2809409,0.2303206,0.09865986,0.06355189,0.1362046,0.6423604,0.0001180704,0.597243,0.030858
21.05032,21.22963,21.22963,19.79794,18.98346,0.2633601,0.1291429,0.08365618,0.1158121,0.2436529,0.6909805,0.0001412873,0.638186,0.052695
21.30879,21.22512,21.22512,19.80986,19.15209,0.2463434,0.1199843,0.1127923,0.1138666,0.2080875,0.6387588,5.701075E-05,0.603718,0.049011
21.07146,21.0439,21.0439,19.14842,18.63833,0.227937,0.1075147,0.06913777,0.06329771,0.1487364,0.5629243,0.0001227856,0.606807,0.05553
21.36671,20.9587,20.9587,19.39621,19.07465,0.2026122,0.05589487,0.06311904,0.07211338,0.1656868,0.6205612,0.0002333369,0.63646,0.068971
20.9687,21.43858,21.43858,19.46783,19.28765,0.2558075,0.1582664,0.08488631,0.08900434,0.2895311,0.5580358,0.0001430539,0.507778,0.034337
21.83569,22.51048,22.51048,19.51442,18.9887,0.2917207,0.2907522,0.07264122,0.06233384,0.1374066,0.5091509,8.887084E-05,0.483625,0.023651
21.29227,21.54503,21.54503,19.48677,18.87265,0.2493168,0.1751612,0.1182939,0.09226122,0.1908177,0.4128498,7.178324E-05,0.445743,0.038176
31.80685,22.03178,22.03178,19.77612,18.44327,0.004682395,0.2970153,0.1448981,0.1189748,0.1360586,0.5503383,0.0001911915,0.598063,0.032159
20.936,21.18137,21.18137,19.17136,18.43077,0.2769152,0.1678049,0.05460693,0.08467831,0.1825989,0.4172122,0.0001243915,0.445775,0.089023
21.47199,21.51069,21.51069,19.55298,18.8849,0.2805877,0.1445753,0.1365465,0.07716345,0.1763625,0.616707,0.0003843714,0.49622,0.063598
21.56026,20.94799,20.94799,19.76338,19.54423,0.2156649,0.05635975,0.07253502,0.0761807,0.2000452,0.6212836,3.932808E-05,0.499338,0.162663
18.62776,19.46132,19.46132,31.88203,28.81147,0.2104598,0.198776,0.1108992,0.05717044,0.2634603,0.5556667,0.0001898411,0.335879,0.128492
20.06697,20.59787,20.59787,18.25118,17.69921,0.2459,0.1662754,0.05337846,0.06290572,0.1487194,0.4070308,8.471126E-05,0.340395,0.028752
21.0246,20.69601,20.69601,19.28184,18.95757,0.2522689,0.06485701,0.06620442,0.06540141,0.1810187,0.5357678,3.700752E-05,0.374086,0.19118
20.9276,21.63295,21.63295,19.98705,18.86556,0.2911395,0.2452087,0.1174278,0.1659991,0.2758396,0.6499072,0.0001303168,0.672924,0.073
20.288,20.88153,20.88153,19.62111,18.19778,0.2505225,0.1893372,0.155745,0.183511,0.229017,0.6456067,0.0002669404,0.633313,0.085046
21.45268,21.59815,21.59815,19.66088,19.56484,0.2871838,0.151591,0.09254044,0.07202712,0.2298692,0.5090957,6.318258E-05,0.586735,0.04939
19.21174,18.84706,18.84706,18.47328,18.22433,0.03858199,0.01384073,0.01895409,0.02329017,0.06639731,0.4941644,2.973774E-05,0.185812,0.041615
21.06898,22.20024,22.20024,19.85315,19.34394,0.2101946,0.2801979,0.1544441,0.1104731,0.2122193,0.4918973,0.0001390516,0.542647,0.047412
21.1874,22.03916,22.03916,19.34409,18.9856,0.2985651,0.2362254,0.08626896,0.06008131,0.2055317,0.504292,0.0001044528,0.499065,0.031105
21.3275,21.00924,21.00924,19.77955,19.51778,0.2355264,0.08213901,0.08703112,0.07544618,0.1865329,0.6328007,3.679029E-05,0.65234,0.077144
21.12927,21.31114,21.31114,19.39517,19.33327,0.2904017,0.1306362,0.07338694,0.06914307,0.222844,0.5254861,8.034139E-05,0.555721,0.046697
21.12927,21.31114,21.31114,19.39517,19.33327,0.2904017,0.1306362,0.07338694,0.06914307,0.222844,0.5254853,8.06805E-05,0.555721,0.046697
21.39474,21.16194,21.16194,19.5506,19.2916,0.2977367,0.09556056,0.06849433,0.06137625,0.1772799,0.488609,4.77305E-05,0.57121,0.046975
