,GRB,z,P_bolo,P_bolo_err,S_bolo,S_bolo_err,F_beam,F_beam_err,T_lag,T_lag_err,V,V_err,E_peak,E_peak_err_min,E_peak_err_max,T_RT,T_RT_err,mu,mu_err,dL,dL_err,L,L_err,E_iso,E_iso_err,E_gamma,E_gamma_err,E_peak_err,T_lag_i,T_lag_i_err,T_RT_i,T_RT_i_err,V_i,V_i_err,E_peak_i,E_peak_i_err,E_peak_i_err_min,E_peak_i_err_max,_T_lag_i,_T_lag_i_err,_V_i,_V_i_err,_E_peak_i,_E_peak_i_err,_E_peak_i_err_min,_E_peak_i_err_max,_T_RT_i,_T_RT_i_err,log_T_lag_i,log_T_lag_i_err,log_V_i,log_V_i_err,log_E_peak_i,log_E_peak_i_err,log_E_peak_i_err_min,log_E_peak_i_err_max,log_T_RT_i,log_T_RT_i_err,log_L,log_L_err,log_E_iso,log_E_iso_err,log_E_gamma,log_E_gamma_err
99,80210,2.64,2.57e-07,1.95e-08,4.17e-06,1.41e-07,,,0.53,0.17,0.019,0.013,73.0,15.0,15.0,0.57,0.44,45.87849426269531,1.4955559968948364,4.6248193588402685e+28,3.1852471605705227e+28,6.907685174459625e+51,9.529470462087547e+51,3.079172956930841e+52,2.6148110912751865e+51,,,15.0,0.14560439560439561,0.046703296703296704,0.15659340659340656,0.12087912087912088,0.06916,0.04732,265.72,54.6,54.6,54.6,1.456043956043956,0.46703296703296704,3.4579999999999997,2.366,0.8857333333333334,0.182,0.182,0.182,1.5659340659340655,1.2087912087912087,0.16317448595173303,0.13930200362934492,0.5388249889379038,0.29714885603906704,-0.05269701095015052,0.08923859217190104,0.08923859217190104,0.08923859217190104,0.19477347202343528,0.33524486322356284,51.839332535885774,0.5991292788569229,52.488434083879184,0.036879968876192604,,
100,80310,2.43,1.83e-07,1.72e-08,5.49e-06,2.9e-07,,,,,0.038,0.021,28.0,6.0,6.0,0.41,0.55,45.40764236450195,1.4723347425460815,3.7232688304296823e+28,2.524507348496196e+28,3.1879370934059186e+51,4.333438429328705e+51,2.788283172075147e+52,1.2613252873311126e+51,,,6.0,,,0.11953352769679298,0.16034985422740525,0.13034,0.07203000000000001,96.04,20.580000000000002,20.580000000000002,20.580000000000002,,,6.517,3.6015000000000006,0.3201333333333334,0.06860000000000001,0.06860000000000001,0.06860000000000001,1.1953352769679297,1.6034985422740524,,,0.8140477209955994,0.2400048452623234,-0.4946691033346727,0.09306310326498253,0.09306310326498253,0.09306310326498253,0.07748973667696489,0.5825901586507037,51.50350974300756,0.5903467798714555,52.445336877684454,0.01964601793889004,,
101,080319B,0.94,1.55e-05,1.91e-07,0.000525,3.94e-06,,,0.02,0.01,0.031,0.003,651.0,8.0,8.0,0.14,0.01,44.032508850097656,1.4036191701889038,1.9765039733868574e+28,1.2775934222523033e+28,7.609164020203283e+52,9.837429771226837e+52,1.3285038611927912e+54,5.07069518382138e+52,,,8.0,0.010309278350515464,0.005154639175257732,0.07216494845360825,0.005154639175257732,0.06014,0.00582,1262.94,15.52,15.52,15.52,0.10309278350515463,0.05154639175257732,3.0069999999999997,0.291,4.2098,0.05173333333333333,0.05173333333333333,0.05173333333333333,0.7216494845360825,0.05154639175257732,-0.9867717342662449,0.2171472409516259,0.4781334281005175,0.042028498248701786,0.6242614637787556,0.005336952158565306,0.005336952158565306,0.005336952158565306,-0.14167369425198803,0.03102103442166084,52.88133694568571,0.5614731729281932,54.12336282099115,0.016576353310481216,,
102,080319C,1.95,2.22e-06,7.79e-08,1.77e-05,2.99e-07,,,,,0.042,0.007,307.0,56.0,85.0,0.21,0.12,45.65298843383789,1.4883770942687988,4.1686324845509615e+28,2.8572765084372707e+28,4.847859843637786e+52,6.647845954438113e+52,1.3102323901723745e+53,2.2529402231629302e+52,,,70.5,,,0.07118644067796609,0.04067796610169491,0.12390000000000001,0.02065,905.6500000000001,207.97500000000002,165.20000000000002,250.75000000000003,,,6.195,1.0325,3.0188333333333337,0.69325,0.5506666666666667,0.8358333333333334,0.7118644067796609,0.4067796610169491,,,0.7920413107120823,0.07238241365054196,0.4798391367356871,0.09973212043706596,0.07921984034717297,0.12024440052695896,-0.14760272124424378,0.24816827537328676,52.68555005546215,0.5955458506797219,53.117348331395156,0.07467679125600135,,
103,80330,1.51,1.33e-07,1.8e-08,8.77e-07,1.26e-07,,,,,0.109,0.06,20.0,9.0,9.0,,,45.28451919555664,1.409385323524475,3.5180318003922553e+28,2.283364211967946e+28,2.068526202933611e+51,2.699691334774849e+51,5.434195488640257e+51,1.0763080591269137e+51,,,9.0,,,,,0.27359,0.15059999999999998,50.199999999999996,22.589999999999996,22.589999999999996,22.589999999999996,,,13.679499999999999,7.529999999999999,0.1673333333333333,0.07529999999999999,0.07529999999999999,0.07529999999999999,,,,,1.1360702237576805,0.23906118269903767,-0.7764175375746432,0.19543251685646332,0.19543251685646332,0.19543251685646332,,,51.3156610266661,0.5668098609879545,51.73513525758401,0.08601726822009836,,
104,80411,1.03,1.04e-05,1.31e-07,8.75e-05,2.01e-07,,,0.21,0.01,0.167,0.003,259.0,16.0,21.0,0.65,0.01,44.2542839050293,1.3535408973693848,2.189034986241745e+28,1.3644881540588809e+28,6.262512544084206e+52,7.807605093629872e+52,2.595537360777605e+53,3.8459211035698196e+52,,,18.5,0.10344827586206895,0.004926108374384236,0.32019704433497537,0.004926108374384236,0.33901000000000003,0.006090000000000001,525.7700000000001,37.55500000000001,32.480000000000004,42.63,1.0344827586206895,0.04926108374384235,16.9505,0.30450000000000005,1.752566666666667,0.12518333333333337,0.10826666666666668,0.1421,3.2019704433497536,0.04926108374384235,0.014723256820706285,0.02068068961444056,1.229182513396815,0.007801697279699134,0.24367454727480242,0.031021034421660845,0.026829002743058022,0.03521306610026365,0.5054173187296427,0.0066814535677423344,52.79674860878686,0.5414439947503571,53.414227284597175,0.06435131076731017,,
105,080413A,2.43,1.22e-06,2.65e-08,9.86e-06,1.71e-07,,,0.13,0.03,0.078,0.004,170.0,24.0,48.0,0.23,0.03,45.340999603271484,1.4248069524765015,3.6107368842769914e+28,2.3691772429322585e+28,1.998763359142379e+52,2.623327848282296e+52,4.7096034796979065e+52,7.64780642843448e+51,,,36.0,0.037900874635568516,0.008746355685131194,0.06705539358600583,0.008746355685131194,0.26754,0.013720000000000001,583.1,123.48,82.32000000000001,164.64000000000001,0.37900874635568516,0.08746355685131194,13.376999999999999,0.686,1.9436666666666667,0.4116,0.27440000000000003,0.5488000000000001,0.6705539358600583,0.08746355685131194,-0.4213507677359337,0.100221803516135,1.1263587270692696,0.022271511892474453,0.288621786701382,0.09196824322657098,0.061312162151047324,0.12262432430209465,-0.17356628402517763,0.05664710633520675,52.30076137945969,0.5700008475345358,52.67298434368339,0.07052398667639763,,
106,080413B,1.1,3.17e-06,8.25e-08,8e-06,1.52e-07,,,0.23,0.01,0.004,0.003,73.0,10.0,10.0,0.5,0.03,44.31826400756836,1.3442411422729492,2.254492128102002e+28,1.3956341606018071e+28,2.0247274589747545e+52,2.507352322315639e+52,2.433201092353618e+52,1.1938541538747765e+52,,,10.0,0.10952380952380952,0.0047619047619047615,0.23809523809523808,0.014285714285714285,0.008400000000000001,0.0063,153.3,21.0,21.0,21.0,1.0952380952380951,0.04761904761904761,0.42000000000000004,0.315,0.511,0.07,0.07,0.07,2.3809523809523805,0.14285714285714285,0.039508541283673565,0.01888236877840225,-0.3767507096020995,0.3257208614274388,-0.2915790998652873,0.059492394781267374,0.059492394781267374,0.059492394781267374,0.37675070960209944,0.02605766891419511,52.30636657272145,0.5378152367827215,52.386178002761724,0.21308730826006864,,
107,80430,0.77,4.6e-07,2.15e-08,3.01e-06,1.53e-07,,,0.68,0.08,0.009,0.004,80.0,15.0,15.0,0.76,0.12,43.60732650756836,1.29169762134552,1.6250294022734647e+28,9.666466883642207e+27,1.5264765683025206e+51,1.817446252055382e+51,5.643201265770802e+51,1.0269503611990231e+51,,,15.0,0.384180790960452,0.04519774011299435,0.4293785310734463,0.06779661016949153,0.01593,0.00708,141.6,26.55,26.55,26.55,3.84180790960452,0.4519774011299435,0.7965,0.35400000000000004,0.472,0.08850000000000001,0.08850000000000001,0.08850000000000001,4.293785310734463,0.6779661016949152,0.5845356463444298,0.051093468459206086,-0.0988142198628497,0.1930197697347786,-0.32605800136591223,0.08143021535685972,0.08143021535685972,0.08143021535685972,0.6328403259189846,0.0685728129320924,51.18369014218527,0.517077624913121,51.75152553973574,0.07903295559605887,,
108,80516,3.2,2.77e-07,2.8e-08,5.88e-07,5.5e-08,,,0.15,0.01,0.168,0.055,66.0,24.0,24.0,,,45.51285934448242,1.5254346132278442,3.908119102187079e+28,2.7454091173192317e+28,5.316492607499886e+51,7.488858199195222e+51,2.6870359749096893e+51,1.782401513634726e+51,,,24.0,0.03571428571428571,0.0023809523809523807,,,0.7056000000000001,0.231,277.2,100.80000000000001,100.80000000000001,100.80000000000001,0.3571428571428571,0.023809523809523805,35.28000000000001,11.55,0.9239999999999999,0.336,0.336,0.336,,,-0.44715803134221926,0.028952965460216785,1.5475285764597821,0.14217974109927883,-0.03432802877989333,0.15792526614663702,0.15792526614663702,0.15792526614663702,,,51.725625214333775,0.6117510230482301,51.429273480947565,0.28808216530617237,,
109,80520,1.55,8.23e-08,1e-08,1.59e-07,3e-08,,,,,0.037,0.098,12.0,5.0,5.0,,,45.181427001953125,1.4294425249099731,3.354913460736698e+28,2.208481188687198e+28,1.164051898462874e+51,1.5390632040751387e+51,8.81920529176361e+50,6.0714047361566194e+50,,,5.0,,,,,0.09434999999999999,0.24989999999999998,30.599999999999998,12.75,12.75,12.75,,,4.717499999999999,12.495,0.102,0.0425,0.0425,0.0425,,,,,0.673711908836969,1.150293492608613,-0.9913998282380825,0.18095603412635494,0.18095603412635494,0.18095603412635494,,,51.06597234346987,0.5742069212831485,50.945429452144104,0.2989813126106289,,
110,080603B,2.69,7.57e-07,2.63e-08,7.02e-06,1.78e-07,,,0.08,0.01,0.283,0.01,85.0,18.0,55.0,0.22,0.03,45.87592697143555,1.5411500930786133,4.619354752306276e+28,3.2784754599142635e+28,2.029870703382141e+52,2.8821663286226514e+52,5.10132792679083e+52,7.809656037057589e+51,,,36.5,0.02168021680216802,0.0027100271002710027,0.05962059620596206,0.008130081300813007,1.0442699999999998,0.0369,313.65,134.685,66.42,202.95,0.2168021680216802,0.027100271002710025,52.21349999999999,1.845,1.0454999999999999,0.44895,0.2214,0.6765,0.5962059620596205,0.08130081300813007,-0.6639363791671168,0.05428681023790647,1.7177828060193694,0.01534609476689936,0.019324037153690615,0.18649115987610226,0.09196824322657098,0.28101407652563354,-0.22460368533685418,0.05922197480498888,52.30746837555065,0.6166446613385732,52.70768324202132,0.06648642414545168,,
111,80605,1.64,5.99e-06,1.1e-07,4.72e-05,4.32e-07,,,0.11,0.01,0.057,0.003,246.0,11.0,14.0,0.22,0.01,45.47498321533203,1.45759916305542,3.8405424058582067e+28,2.577961097698145e+28,1.110252643757918e+53,1.490651884874033e+53,3.3138516710536335e+53,5.646011676148277e+52,,,12.5,0.04166666666666667,0.0037878787878787884,0.08333333333333334,0.0037878787878787884,0.15047999999999997,0.00792,649.4399999999999,32.99999999999999,29.039999999999996,36.959999999999994,0.4166666666666667,0.03787878787878788,7.523999999999998,0.39599999999999996,2.1647999999999996,0.10999999999999997,0.09679999999999998,0.12319999999999998,0.8333333333333334,0.03787878787878788,-0.38021124171160603,0.039481316536659254,0.8764487868783412,0.022857604310697464,0.33541777925354765,0.022067809039799376,0.019419671955023456,0.024715946124575304,-0.07918124604762482,0.019740658268329627,53.04542181599848,0.583094209844215,53.52033306537342,0.0739934058343929,,
112,80607,3.04,8.35e-06,2.42e-07,0.0001,0.0,,,0.04,0.01,0.035,0.003,394.0,33.0,35.0,0.18,0.06,45.54360580444336,1.502827525138855,3.963848823170963e+28,2.7432911838274857e+28,1.6486577358821013e+53,2.2824985269292753e+53,4.887228718450529e+53,5.648510760996705e+52,,,34.0,0.009900990099009901,0.0024752475247524753,0.04455445544554455,0.01485148514851485,0.14140000000000003,0.01212,1591.76,137.36,133.32,141.4,0.099009900990099,0.02475247524752475,7.070000000000001,0.606,5.305866666666667,0.4578666666666667,0.44439999999999996,0.4713333333333333,0.4455445544554455,0.1485148514851485,-1.0043213737826426,0.10857362047581294,0.8494194137968996,0.03722524130599301,0.7247563322165167,0.03747718879368163,0.036374918535043925,0.03857945905231932,-0.35110886000729896,0.14476482730108395,53.2171305047373,0.6012627688713754,53.689062664143094,0.050194439339637756,,
113,80707,1.23,1.68e-07,1.02e-08,1.26e-06,8.87e-08,,,,,0.093,0.032,73.0,20.0,20.0,,,44.744789123535156,1.4122698307037354,2.743808179519972e+28,1.7845023018447798e+28,1.58937595552761e+51,2.069629384410343e+51,5.345434828007658e+51,9.284322805855475e+50,,,20.0,,,,,0.20739,0.07136,162.79,44.6,44.6,44.6,,,10.369499999999999,3.568,0.5426333333333333,0.14866666666666667,0.14866666666666667,0.14866666666666667,,,,,1.0157578159381144,0.1494346604398286,-0.2654935315510459,0.11898478956253475,0.11898478956253475,0.11898478956253475,,,51.20122663861628,0.5655229765545687,51.72798303895982,0.07543128468548549,,
114,80721,2.6,9.57e-06,5.01e-07,5.99e-05,3.04e-06,,,0.13,0.05,0.048,0.009,485.0,36.0,41.0,0.09,0.04,45.880409240722656,1.5494592189788818,4.628899693324374e+28,3.3029622076329987e+28,2.5767800032540446e+53,3.6798082171930258e+53,4.480120811416384e+53,1.0221276109521347e+53,,,38.5,0.036111111111111115,0.01388888888888889,0.024999999999999998,0.011111111111111112,0.1728,0.0324,1746.0,138.6,129.6,147.6,0.3611111111111111,0.1388888888888889,8.64,1.6199999999999999,5.82,0.46199999999999997,0.432,0.492,0.24999999999999997,0.1111111111111111,-0.44235914846045055,0.16703633919355837,0.9365137424788933,0.0814302153568597,0.7649229846498885,0.03447492279025813,0.03223629144024137,0.03671355414027489,-0.6020599913279624,0.1930197697347786,53.41107734154226,0.6202005608437715,53.65128972538744,0.09908312742511204,,
115,90423,8.2,2.17e-07,1.55e-08,1.15e-06,4.73e-08,,,,,,,48.6,3.8,3.8,,,45.99745559692383,1.5302191972732544,4.885252786367174e+28,3.442598471189893e+28,6.50794209479933e+51,9.183961218423249e+51,3.748814570736942e+51,9.97401544708989e+50,,,3.8,,,,,,,447.12,34.959999999999994,34.959999999999994,34.959999999999994,,,,,1.4904,0.11653333333333331,0.11653333333333331,0.11653333333333331,,,,,,,0.1733028418881862,0.033957181712599926,0.033957181712599926,0.033957181712599926,,,51.813443680094416,0.6128732587159976,51.573893959253944,0.1155474561185729,,
